Soil_pH,Soil_Moisture,Organic_Carbon,Electrical_Conductivity,Temperature_C,Humidity,Rainfall_mm,Sunlight_Hours,Wind_Speed_kmh,Field_Area_hectare,Previous_Irrigation_mm,Soil_Type_Loamy,Soil_Type_Sandy,Soil_Type_Silt,Crop_Type_Maize,Crop_Type_Potato,Crop_Type_Rice,Crop_Type_Sugarcane,Crop_Type_Wheat,Crop_Growth_Stage_Harvest,Crop_Growth_Stage_Sowing,Crop_Growth_Stage_Vegetative,Season_Rabi,Season_Zaid,Irrigation_Type_Drip,Irrigation_Type_Rainfed,Irrigation_Type_Sprinkler,Water_Source_Rainwater,Water_Source_Reservoir,Water_Source_River,Mulching_Used_Yes,Region_East,Region_North,Region_South,Region_West,Irrigation_Need
7.85,43.9,0.8,2.99,19.12,67.64,102.95,9.54,8.79,10.63,38.95,False,True,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,True,False,False,False,False,False,True,2
5.04,23.29,1.25,0.62,38.33,84.42,370.72,5.85,4.9,7.71,25.09,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,2
8.1,59.13,1.18,0.29,27.19,25.32,1155.78,6.22,7.88,13.08,11.55,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,1
5.59,18.54,0.42,3.06,22.68,75.88,608.34,7.15,1.52,2.56,5.36,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,True,True,False,False,False,1
7.17,40.97,0.6,3.4,20.94,66.88,447.39,6.59,16.54,6.52,49.62,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False,False,1
5.73,18.55,0.63,2.85,12.11,42.35,1724.76,5.1,10.24,14.19,98.01,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,True,False,False,True,False,1
7.14,16.16,0.8,3.47,25.26,26.99,453.05,4.12,7.77,4.44,34.95,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,1
7.39,42.64,0.87,2.73,12.41,76.94,976.04,7.28,15.58,9.17,66.1,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,1
6.66,38.63,0.5,2.5,22.66,48.36,1691.05,5.2,15.64,8.72,57.54,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,1
8.19,42.66,0.99,2.61,18.42,78.57,1889.19,7.65,2.71,0.47,63.71,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1
6.32,44.69,1.03,2.21,23.68,33.92,73.26,10.23,1.46,8.62,60.17,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,1
7.22,53.87,1.34,2.8,41.25,53.84,2130.48,5.95,19.06,10.24,61.34,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,2
7.56,60.16,0.36,2.84,26.85,94.83,2158.62,8.33,4.08,12.01,60.16,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,1
6.07,30.13,0.91,2.43,20.64,93.94,2236.98,9.32,13.52,5.76,40.48,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,1
7.08,29.34,1.42,3.04,23.67,41.3,2270.09,5.91,18.44,4.92,112.72,True,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,1
6.87,60.92,0.34,2.47,33.0,85.67,821.36,9.2,14.21,7.34,59.64,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,1
6.89,34.78,0.98,2.32,23.23,42.56,1769.17,6.85,17.56,4.78,35.46,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,1
7.83,27.61,1.41,1.61,31.39,49.56,1844.72,5.54,5.89,11.72,77.3,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,1
7.11,57.35,0.88,2.74,26.46,67.03,1194.91,7.94,11.83,2.47,102.74,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,1
5.73,24.83,0.39,3.01,13.45,34.34,1169.62,10.03,9.37,14.41,83.57,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,2
5.2,31.39,0.45,1.91,34.57,86.51,2331.03,8.3,11.2,14.42,31.75,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,2
7.22,52.39,1.07,2.13,30.15,45.93,2163.13,7.63,17.21,1.23,100.99,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,1
7.93,44.56,1.49,2.9,29.27,30.86,807.54,9.05,3.0,6.0,48.58,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,1
6.67,27.4,1.14,2.19,17.22,61.95,728.66,10.93,16.27,1.77,0.33,False,True,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,1
7.46,64.4,1.03,0.56,21.74,79.98,255.91,6.37,18.33,3.87,57.68,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,2
7.66,41.28,1.14,0.61,29.95,33.25,1023.57,9.74,9.95,6.04,51.51,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,1
5.73,39.37,0.76,2.11,34.61,82.61,515.05,7.36,16.04,9.77,115.34,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,1
6.29,14.55,1.14,2.71,35.8,61.01,2469.77,5.53,9.19,4.47,48.26,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,False,False,2
5.01,56.23,1.04,3.23,36.19,93.45,2390.87,8.2,6.58,13.22,47.46,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,1
5.52,63.35,0.77,2.36,17.84,58.48,2138.3,4.56,8.65,12.11,41.25,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,1
5.26,31.18,1.05,3.31,17.14,61.14,1504.28,4.35,2.4,10.99,3.04,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,True,True,False,False,False,1
7.8,47.46,1.27,0.7,27.15,77.84,2159.88,5.45,9.69,13.05,43.93,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False,False,1
6.99,49.43,0.85,2.73,25.92,53.94,2121.83,5.89,3.44,7.13,68.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,1
7.09,56.08,0.74,0.62,40.05,57.14,286.16,5.54,3.48,8.3,54.85,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,True,False,False,True,True,False,False,False,1
7.67,57.85,1.14,0.5,30.83,81.29,1912.16,7.51,17.76,8.13,116.49,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,1
8.17,62.94,0.89,2.65,36.16,82.21,2445.22,5.51,15.56,7.89,15.88,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,2
5.04,26.02,1.13,3.49,24.98,51.36,464.17,5.92,4.68,7.22,74.59,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False,False,True,1
5.57,56.65,0.97,0.47,27.84,45.39,98.04,5.0,15.53,5.94,103.28,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,2
7.92,10.44,0.75,1.85,41.96,27.6,1952.42,8.32,14.42,10.67,117.89,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,2
5.67,36.18,0.68,0.45,17.3,94.59,831.53,7.61,10.44,7.51,14.23,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,False,1
6.55,55.34,1.38,0.67,36.95,62.66,926.71,5.39,10.25,13.51,19.98,False,False,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,2
5.93,38.6,0.45,3.34,27.5,51.17,2410.56,5.89,4.02,4.87,88.36,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,1
6.95,60.48,0.4,2.9,35.86,90.42,861.79,9.54,18.33,10.07,45.87,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,False,True,1
4.97,40.25,0.59,1.54,38.04,45.91,2076.48,9.7,5.49,4.73,77.02,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,1
5.66,24.82,1.46,1.39,17.69,35.55,2165.75,5.67,15.87,14.36,79.98,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,True,False,False,True,False,2
6.82,21.73,1.5,0.73,18.54,29.26,140.92,4.74,5.1,12.2,92.97,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,2
7.46,60.82,1.37,0.48,35.07,26.55,1888.23,7.78,3.5,9.72,111.52,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,1
5.72,16.31,0.85,0.42,16.52,77.09,1114.57,9.69,19.07,1.05,89.57,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,2
7.69,19.04,0.38,2.08,35.04,86.13,530.12,7.96,12.01,12.46,108.05,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,2
7.66,44.78,1.51,1.67,40.24,42.17,2058.05,7.5,18.16,5.97,2.76,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,2
6.98,61.22,0.49,2.63,14.66,36.51,2014.65,9.89,17.57,7.81,117.67,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,1
6.64,56.51,1.25,2.42,19.64,73.16,797.62,8.58,10.63,9.33,103.96,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,False,False,False,1
7.73,57.77,0.37,2.05,13.29,60.86,1840.65,4.41,1.52,8.61,41.98,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,1
7.21,28.48,0.35,1.17,15.35,82.9,1433.38,4.53,4.2,12.41,99.73,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,True,False,False,1
5.5,15.26,1.5,1.35,21.27,48.68,1321.18,4.75,19.91,12.43,74.28,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,1
7.46,54.6,1.21,1.91,32.88,69.12,875.26,6.34,16.47,11.5,99.6,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,1
6.66,60.81,0.56,1.32,22.23,56.19,2339.32,6.63,17.83,9.8,21.53,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,1
6.78,15.92,1.58,0.18,31.23,63.25,2210.0,6.93,3.29,5.22,58.08,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,2
5.78,39.22,0.86,0.74,39.83,94.3,2309.19,6.57,13.55,11.41,111.77,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,2
5.91,59.15,0.87,2.36,27.07,26.44,1205.94,10.71,9.9,4.46,17.73,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,1
7.69,31.41,0.8,2.89,20.59,68.79,1686.59,5.5,11.61,8.49,21.96,True,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,1
7.81,26.63,1.59,3.11,18.05,90.49,954.42,8.18,10.31,3.13,34.54,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,True,False,False,False,1
6.93,58.16,0.94,1.87,34.33,36.75,814.9,4.8,4.98,1.44,88.2,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,1
5.68,43.5,1.11,2.65,18.88,36.83,825.7,8.48,18.93,4.42,76.77,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,1
6.98,33.81,0.84,2.79,35.2,46.47,1061.49,6.76,19.67,3.38,13.79,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,2
5.72,22.28,0.52,3.09,18.08,45.41,1601.72,4.47,16.17,12.78,71.28,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,2
5.38,10.45,0.48,2.24,14.92,70.55,2198.91,5.96,2.09,13.85,106.98,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,True,False,False,True,False,True,False,False,2
7.79,49.43,1.51,0.45,14.89,46.53,1342.43,10.18,9.01,1.53,18.63,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,1
6.36,36.7,0.94,3.35,31.64,89.92,331.99,6.54,8.05,5.65,74.38,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True,1
7.99,64.44,0.31,1.95,39.09,67.0,818.83,6.36,2.36,14.29,0.99,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,2
7.1,42.04,0.64,0.99,24.05,47.02,1703.65,8.3,7.17,7.12,88.68,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,1
7.03,49.93,1.01,2.47,18.19,33.65,879.2,8.75,5.03,10.75,77.46,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,False,False,False,True,False,1
5.76,26.46,1.09,2.51,19.62,27.89,1496.66,5.73,16.87,10.05,60.24,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,2
4.98,44.45,1.46,0.28,20.27,71.62,514.18,8.5,5.6,3.95,20.21,False,False,True,False,True,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,True,False,1
7.2,34.77,1.31,3.3,24.45,62.47,996.3,8.29,3.25,0.66,14.17,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,1
4.85,14.45,1.44,1.09,36.34,72.26,2149.14,8.64,12.5,6.97,74.44,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,2
4.91,62.52,1.5,3.33,29.48,47.74,1438.46,6.99,18.82,9.78,51.57,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,2
7.16,49.11,0.47,3.1,14.12,75.85,727.57,6.18,2.58,3.25,59.94,True,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,1
6.85,53.71,0.57,3.1,26.89,26.58,1363.04,7.07,18.7,14.26,70.84,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,True,False,False,False,1
8.17,61.08,0.55,1.47,22.59,63.88,853.71,4.34,9.94,11.67,92.79,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,1
6.65,12.99,0.58,3.19,15.42,27.26,1562.29,8.77,2.34,13.06,11.12,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,1
7.55,39.4,1.39,0.65,22.62,79.16,1750.88,7.67,5.64,7.1,117.63,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,False,1
